prevision_j,heure,fioul_tac,nucleaire,ech_comm_angleterre,date,gaz_tac,bioenergies_biogaz,bioenergies_biomasse,destockage_batterie,charbon,prevision_j1,hydraulique_step_turbinage,stockage_batterie,pompage,gaz_ccg,hydraulique_lacs,eolien_terrestre,ech_comm_allemagne_belgique,fioul,solaire,ech_comm_italie,bioenergies,gaz_autres,date_heure,fioul_cogen,gaz_cogen,hydraulique_fil_eau_eclusee,hydraulique,ech_comm_suisse,eolien_offshore,perimetre,ech_comm_espagne,taux_co2,eolien,ech_physiques,bioenergies_dechets,nature,consommation,gaz,fioul_autres
59800,11:45,0,46870,-2514,2025-01-05,0,252,417,1,0,61100,473,-62,-1994,180,699,16745,-7918,107,3576,-3966,967,0,2025-01-05T10:45:00+00:00,110,1633,5564,6736,-2385,1404,France,423,17,18149,-16678,298,Données temps réel,59484,1813,0
60900,12:00,0,46992,-2514,2025-01-05,0,252,417,1,0,61700,459,-61,-1997,177,704,16800,-7688,109,3544,-3966,968,0,2025-01-05T11:00:00+00:00,110,1633,5573,6736,-2385,1409,France,1450,17,18208,-16258,299,Données temps réel,60050,1809,0
60550,12:15,0,47116,-2514,2025-01-05,0,252,417,2,0,61450,435,-10,-1991,178,633,16900,-7688,107,3591,-3966,968,0,2025-01-05T11:15:00+00:00,110,1630,5555,6623,-2385,1410,France,1450,17,18310,-15723,300,Données temps réel,60797,1807,0
60200,12:30,0,46831,-2514,2025-01-05,0,252,417,1,0,61200,395,-12,-1988,187,552,16961,-7688,108,3624,-3966,969,0,2025-01-05T11:30:00+00:00,110,1630,5507,6454,-2385,1411,France,1450,17,18372,-15757,300,Données temps réel,60417,1816,0
60850,12:45,0,47241,-2514,2025-01-05,0,252,418,1,0,62200,618,-9,-2207,191,659,16889,-7688,107,3789,-3966,968,0,2025-01-05T11:45:00+00:00,110,1630,5511,6788,-2385,1412,France,1450,17,18301,-15765,298,Données temps réel,61031,1820,0
61500,13:00,0,46821,-2514,2025-01-05,0,252,419,1,0,63200,356,-9,-2148,187,538,16973,-7565,107,3755,-3966,964,0,2025-01-05T12:00:00+00:00,110,1629,5516,6410,-2385,1405,France,1239,17,18378,-15708,293,Données temps réel,60384,1815,0
59850,13:15,0,46893,-2514,2025-01-05,0,252,422,2,0,61800,391,-1,-2435,186,492,16977,-7565,107,3639,-3966,969,0,2025-01-05T12:15:00+00:00,110,1626,5287,6170,-2385,1408,France,1239,17,18385,-16067,295,Données temps réel,59472,1812,0
58200,13:30,0,46475,-2514,2025-01-05,0,252,427,1,0,60400,178,-3,-2434,191,437,16961,-7565,107,3543,-3966,978,0,2025-01-05T12:30:00+00:00,110,1628,5292,5907,-2385,1404,France,1239,17,18366,-16481,299,Données temps réel,58273,1818,0
57650,13:45,0,46213,-2514,2025-01-05,0,252,430,2,0,59650,185,-2,-2664,180,313,16899,-7565,108,3505,-3966,978,0,2025-01-05T12:45:00+00:00,110,1627,5294,5792,-2385,1407,France,1239,17,18306,-16464,296,Données temps réel,57578,1806,0
57100,14:00,0,45818,-2514,2025-01-05,0,252,429,1,0,58900,182,-3,-2690,182,309,16827,-7254,109,3560,-3966,975,0,2025-01-05T13:00:00+00:00,110,1626,5350,5841,-2385,1414,France,178,18,18241,-16530,294,Données temps réel,57128,1807,0
56500,14:15,0,45891,-2514,2025-01-05,0,252,433,2,0,58450,0,-1,-3074,188,301,16794,-7254,109,3271,-3966,982,0,2025-01-05T13:15:00+00:00,110,1625,5349,5650,-2385,1414,France,178,18,18208,-16347,297,Données temps réel,56501,1812,0
55900,14:30,0,45753,-2514,2025-01-05,0,252,432,2,0,58000,12,-5,-3076,198,304,16809,-7245,107,3167,-3966,979,0,2025-01-05T13:30:00+00:00,110,1624,5371,5687,-2385,1414,France,178,18,18223,-16716,295,Données temps réel,55940,1820,0
55250,14:45,0,45273,-2514,2025-01-05,0,252,437,2,0,57300,0,-4,-3129,187,304,16692,-7245,108,2820,-3966,985,0,2025-01-05T13:45:00+00:00,110,1625,5341,5645,-2385,1414,France,178,18,18106,-16236,297,Données temps réel,55379,1811,0
54600,15:00,0,45154,-2514,2025-01-05,0,252,436,2,0,56600,1,-4,-3129,185,303,16664,-7445,109,2499,-3966,983,0,2025-01-05T14:00:00+00:00,110,1623,5347,5651,-2385,1416,France,1,18,18080,-16479,294,Données temps réel,54671,1807,0
54450,15:15,0,45435,-2514,2025-01-05,0,252,437,2,0,56250,0,-3,-2954,183,304,16644,-7445,109,2135,-3966,989,0,2025-01-05T14:15:00+00:00,110,1625,5350,5654,-2385,1414,France,1,18,18058,-16757,300,Données temps réel,54473,1807,0
54300,15:30,0,45342,-2514,2025-01-05,0,252,438,2,0,55900,0,-8,-2955,189,301,16576,-7434,110,1872,-3966,987,0,2025-01-05T14:30:00+00:00,110,1623,5348,5649,-2385,1415,France,1,18,17991,-16449,297,Données temps réel,54350,1811,0
54050,15:45,1,45238,-2514,2025-01-05,0,252,440,2,0,55450,0,-5,-2718,185,305,16635,-7434,111,1460,-3966,987,0,2025-01-05T14:45:00+00:00,110,1624,5372,5677,-2385,1415,France,1,18,18050,-16619,295,Données temps réel,53991,1808,0
53800,16:00,1,45369,-2514,2025-01-05,0,252,438,2,0,55000,0,-4,-2708,180,524,16676,-5722,111,1145,-3966,989,0,2025-01-05T15:00:00+00:00,110,1626,5391,5915,-2385,1407,France,-1041,18,18083,-16927,299,Données temps réel,53779,1805,0
53800,16:15,0,44663,-2514,2025-01-05,0,252,439,1,0,54950,89,-7,-2720,189,503,16487,-5722,110,919,-3966,989,0,2025-01-05T15:15:00+00:00,110,1626,5421,6013,-2385,1415,France,-1041,19,17902,-15771,298,Données temps réel,53910,1814,0
53800,16:30,1,45096,-2514,2025-01-05,0,252,438,1,0,54900,91,-5,-2719,194,509,16404,-5717,111,714,-3966,989,0,2025-01-05T15:30:00+00:00,110,1626,5426,6027,-2385,1407,France,-1041,19,17810,-16025,299,Données temps réel,53817,1819,0
53900,16:45,1,44818,-2514,2025-01-05,0,252,437,1,0,55100,141,-5,-1766,184,498,16416,-5717,111,509,-3966,989,0,2025-01-05T15:45:00+00:00,110,1627,5456,6096,-2385,1412,France,-1041,19,17828,-16605,300,Données temps réel,53786,1810,0
54000,17:00,1,45132,-2514,2025-01-05,0,252,436,1,0,55300,186,-6,-1768,190,564,16433,-6537,111,372,-3966,985,0,2025-01-05T16:00:00+00:00,110,1627,5525,6276,-2385,1413,France,-1148,19,17846,-16662,298,Données temps réel,54102,1816,0
55100,17:15,1,45211,-2514,2025-01-05,0,252,437,9,0,56350,838,-1,-1510,192,653,16278,-6537,111,329,-3966,991,0,2025-01-05T16:15:00+00:00,110,1627,5705,7196,-2385,1413,France,-1148,18,17691,-16989,302,Données temps réel,54853,1818,0
56200,17:30,1,45694,-2514,2025-01-05,0,252,437,9,0,57400,1005,-4,-1515,136,691,16316,-6581,111,305,-3966,987,0,2025-01-05T16:30:00+00:00,110,1627,5714,7410,-2385,1415,France,-1148,18,17732,-16557,298,Données temps réel,55929,1762,0
57000,17:45,0,45470,-2514,2025-01-05,0,252,437,9,0,58650,1554,-4,-1485,167,749,16426,-6581,109,299,-3966,989,0,2025-01-05T16:45:00+00:00,110,1626,5792,8096,-2385,1414,France,-1148,18,17840,-16320,300,Données temps réel,56797,1793,0
57800,18:00,0,45707,-2514,2025-01-05,0,252,438,9,0,59900,1564,-4,-1476,193,781,16385,-5280,108,295,-3966,985,0,2025-01-05T17:00:00+00:00,110,1627,5878,8223,-2385,1416,France,-1378,18,17801,-15602,295,Données temps réel,57860,1819,0
58700,18:15,0,45777,-2514,2025-01-05,0,252,346,4,0,60700,1506,-2,-670,194,1014,16569,-5280,109,294,-3966,891,0,2025-01-05T17:15:00+00:00,110,1627,6017,8536,-2385,1414,France,-1378,17,17983,-16069,293,Données temps réel,58671,1820,0
59600,18:30,0,45997,-2514,2025-01-05,0,252,356,4,0,61500,1670,-1,-676,211,1125,16613,-5178,109,0,-3966,899,0,2025-01-05T17:30:00+00:00,110,1626,6010,8805,-2385,1414,France,-1378,17,18027,-15944,291,Données temps réel,59055,1836,0
60150,18:45,0,45925,-2514,2025-01-05,0,252,361,4,0,62350,1814,-2,-510,198,1335,16697,-5178,109,0,-3966,901,0,2025-01-05T17:45:00+00:00,110,1627,6027,9177,-2385,1414,France,-1378,17,18111,-15673,288,Données temps réel,59862,1823,0
60700,19:00,0,46122,-2514,2025-01-05,0,252,369,4,0,63200,1930,-1,-508,202,1492,16779,-4178,109,0,-3966,910,0,2025-01-05T18:00:00+00:00,110,1628,6020,9442,-2385,1415,France,-2180,17,18193,-15924,289,Données temps réel,60173,1829,0
60650,19:15,0,46401,-2514,2025-01-05,0,252,370,10,0,63000,1853,-2,-502,202,1269,16808,-4178,109,0,-3966,915,0,2025-01-05T18:15:00+00:00,110,1628,5986,9108,-2385,1414,France,-2180,17,18223,-15547,294,Données temps réel,60543,1829,0
60600,19:30,0,46535,-2514,2025-01-05,0,252,372,9,0,62800,1794,-3,-502,209,1190,16843,-3889,107,0,-3966,920,0,2025-01-05T18:30:00+00:00,110,1627,5942,8926,-2385,1415,France,-2180,17,18258,-15648,296,Données temps réel,60437,1835,0
59900,19:45,0,46511,-2514,2025-01-05,0,252,370,10,0,62150,1083,-3,-500,209,1001,16820,-3889,109,0,-3966,917,0,2025-01-05T18:45:00+00:00,110,1629,5872,7956,-2385,1407,France,-2180,17,18227,-15187,295,Données temps réel,59877,1837,0
59200,20:00,0,46873,-2514,2025-01-05,0,252,375,10,0,61500,931,-1,-824,211,1075,16812,-4112,109,0,-3966,916,0,2025-01-05T19:00:00+00:00,110,1630,5889,7895,-2385,1408,France,-2705,17,18219,-16094,289,Données temps réel,58942,1839,0
58428,20:15,0,46907,-2514,2025-01-05,0,252,369,1,0,60750,669,-9,-1038,190,1033,16726,-4112,110,0,-3966,912,0,2025-01-05T19:15:00+00:00,110,1631,5727,7429,-2385,1404,France,-2705,17,18130,-15920,292,Données temps réel,58342,1820,0
57656,20:30,0,46484,-2514,2025-01-05,0,252,369,1,0,60000,655,-7,-1033,155,1029,16640,-4049,109,0,-3966,914,0,2025-01-05T19:30:00+00:00,110,1630,5696,7380,-2385,1402,France,-2705,17,18042,-16291,293,Données temps réel,57381,1785,0
57049,20:45,0,46465,-2514,2025-01-05,0,252,373,1,0,59400,494,-7,-1410,184,938,16814,-4049,110,0,-3966,922,0,2025-01-05T19:45:00+00:00,110,1630,5655,7088,-2385,1403,France,-2705,18,18217,-16143,297,Données temps réel,57055,1813,0
56442,21:00,0,46168,-2514,2025-01-05,0,252,374,2,0,58800,225,-7,-1831,196,885,16908,-2789,110,0,-3966,921,0,2025-01-05T20:00:00+00:00,110,1630,5635,6745,-2385,1409,France,-2638,18,18317,-15888,295,Données temps réel,56359,1825,0
55873,21:15,1,45406,-2514,2025-01-05,0,252,374,1,0,58100,390,-14,-2236,137,881,16883,-2789,111,0,-3966,920,0,2025-01-05T20:15:00+00:00,110,1630,5400,6671,-2385,1409,France,-2638,18,18292,-14934,294,Données temps réel,55982,1766,0
55304,21:30,0,44571,-2514,2025-01-05,0,252,372,1,0,57400,384,-14,-2238,132,876,17026,-2760,109,0,-3966,916,0,2025-01-05T20:30:00+00:00,110,1630,5399,6658,-2385,1409,France,-2638,18,18435,-14763,292,Données temps réel,55435,1762,0
54909,21:45,1,44179,-2514,2025-01-05,0,252,370,1,0,56700,389,-14,-2391,174,883,17030,-2760,111,0,-3966,923,0,2025-01-05T20:45:00+00:00,110,1629,5341,6613,-2385,1407,France,-2638,18,18437,-14762,301,Données temps réel,54896,1803,0
54514,22:00,1,44202,-2514,2025-01-05,0,252,371,1,0,56000,283,-14,-2394,170,838,16985,-2185,111,0,-4059,923,0,2025-01-05T21:00:00+00:00,110,1631,5319,6440,-2385,1407,France,-2168,18,18392,-15009,300,Données temps réel,54448,1800,0
54828,22:15,0,44013,-2514,2025-01-05,0,252,370,1,0,56350,158,-4,-2411,135,792,16830,-2185,110,0,-4059,924,0,2025-01-05T21:15:00+00:00,110,1631,5265,6216,-2385,1407,France,-2168,18,18237,-13744,302,Données temps réel,55104,1765,0
55142,22:30,0,44082,-2514,2025-01-05,0,252,372,1,0,56700,304,-3,-2746,184,870,16645,-2058,108,0,-4059,924,0,2025-01-05T21:30:00+00:00,110,1631,5279,6453,-2385,1408,France,-2168,18,18053,-13296,300,Données temps réel,55388,1814,0
55936,22:45,1,44034,-2514,2025-01-05,0,252,378,1,0,57850,519,-4,-2697,156,859,16761,-2058,111,0,-4059,931,0,2025-01-05T21:45:00+00:00,110,1632,5299,6677,-2385,1409,France,-2168,18,18170,-12844,302,Données temps réel,56166,1787,0
56729,23:00,1,43226,-2514,2025-01-05,0,252,383,1,0,59000,504,-3,-2695,142,829,16761,-1315,111,0,-3966,927,0,2025-01-05T22:00:00+00:00,110,1631,5317,6649,-2385,1407,France,-2445,18,18168,-12547,292,Données temps réel,55608,1773,0
56279,23:15,0,42381,-2514,2025-01-05,0,252,389,3,0,58500,223,-1,-2717,162,837,16887,-1315,110,0,-3966,940,0,2025-01-05T22:15:00+00:00,110,1631,5293,6353,-2385,1404,France,-2445,19,18292,-11732,299,Données temps réel,55418,1792,0
55829,23:30,1,42295,-2514,2025-01-05,0,252,393,3,0,58000,224,-3,-2734,181,752,16899,-1277,111,0,-3966,946,0,2025-01-05T22:30:00+00:00,110,1632,5302,6278,-2385,1407,France,-2445,19,18306,-12061,301,Données temps réel,54950,1812,0
55265,23:45,0,42019,-2514,2025-01-05,0,252,395,3,0,56750,225,-3,-2741,162,744,17024,-1277,109,0,-3966,944,0,2025-01-05T22:45:00+00:00,110,1675,5322,6290,-2385,1401,France,-2445,19,18425,-11794,297,Données temps réel,55085,1837,0
54700,00:00,0,41150,-2514,2025-01-06,0,252,396,2,0,55500,233,-3,-2805,146,794,17106,-2610,109,0,-3681,940,0,2025-01-05T23:00:00+00:00,110,1676,5328,6355,-2385,1407,France,-190,19,18513,-11827,292,Données temps réel,54255,1821,0
54000,00:15,0,39920,-2514,2025-01-06,0,252,395,36,0,54650,228,0,-2025,191,812,17120,-2610,109,0,-3681,941,0,2025-01-05T23:15:00+00:00,110,1675,5214,6254,-2385,1409,France,-190,20,18529,-11335,294,Données temps réel,54292,1865,0
53300,00:30,0,38540,-2514,2025-01-06,0,252,395,4,0,53800,223,-5,-2027,192,797,17166,-2587,110,0,-3681,943,0,2025-01-05T23:30:00+00:00,110,1674,5197,6217,-2385,1410,France,-190,20,18576,-11223,296,Données temps réel,52997,1865,0
52350,00:45,0,37506,-2514,2025-01-06,0,252,394,1,0,52700,188,-7,-2026,172,427,17062,-2587,110,0,-3681,943,0,2025-01-05T23:45:00+00:00,110,1633,5170,5785,-2385,1408,France,-190,20,18470,-11033,297,Données temps réel,51550,1804,0
51400,01:00,0,36922,-2514,2025-01-06,0,252,395,1,0,51600,188,-7,-2053,172,526,17115,-2647,110,0,-3681,945,0,2025-01-06T00:00:00+00:00,110,1632,5160,5874,-2785,1410,France,807,21,18524,-10978,298,Données temps réel,51140,1803,0
51350,01:15,1,36697,-2514,2025-01-06,0,252,394,35,0,51700,148,-1,-2859,195,568,17233,-2647,111,0,-3681,942,0,2025-01-06T00:15:00+00:00,110,1633,5171,5886,-2785,1409,France,807,21,18642,-10053,296,Données temps réel,51225,1827,0
51300,01:30,0,35720,-2514,2025-01-06,0,252,396,31,0,51800,143,-2,-2334,193,1117,17188,-2631,110,0,-3681,950,0,2025-01-06T00:30:00+00:00,110,1632,5142,6402,-2785,1410,France,807,21,18597,-10784,302,Données temps réel,50512,1824,0
51050,01:45,1,35288,-2514,2025-01-06,0,252,394,1,0,51750,0,-21,-2329,174,898,17143,-2281,111,0,-3681,941,0,2025-01-06T00:45:00+00:00,110,1632,5137,6035,-2785,1409,France,807,21,18552,-9967,295,Données temps réel,50415,1805,0
50800,02:00,1,35080,-2514,2025-01-06,0,252,396,1,0,51700,0,-18,-2326,179,780,17053,-1174,111,0,-3681,938,0,2025-01-06T01:00:00+00:00,110,1632,5133,5913,-2385,1409,France,1293,21,18462,-9981,290,Données temps réel,49987,1810,0
50300,02:15,0,34734,-2514,2025-01-06,0,252,398,1,0,50950,0,-20,-2646,188,360,16992,-1174,110,0,-3681,944,0,2025-01-06T01:15:00+00:00,110,1634,5121,5481,-2385,1408,France,1293,22,18400,-8606,294,Données temps réel,50217,1821,0
49800,02:30,1,34566,-2514,2025-01-06,0,252,398,1,0,50200,0,-19,-3124,197,360,16879,-1164,111,0,-3681,948,0,2025-01-06T01:30:00+00:00,110,1634,5176,5536,-2385,1407,France,1293,22,18286,-8701,299,Données temps réel,49432,1830,0
49200,02:45,1,33822,-2514,2025-01-06,0,252,397,1,0,49400,0,-19,-3348,140,418,16938,-1164,111,0,-3681,951,0,2025-01-06T01:45:00+00:00,110,1635,5250,5667,-2385,1409,France,1293,22,18347,-8630,302,Données temps réel,48672,1774,0
48600,03:00,1,33559,-2514,2025-01-06,0,252,399,1,0,48600,1,-24,-3349,179,419,16997,-515,111,0,-3681,944,0,2025-01-06T02:00:00+00:00,110,1631,5277,5696,-2385,1408,France,-20,22,18405,-9053,293,Données temps réel,48099,1809,0
48150,03:15,1,33551,-2514,2025-01-06,0,252,400,1,0,47950,0,-25,-3348,168,418,16993,-515,111,0,-3681,945,0,2025-01-06T02:15:00+00:00,110,1631,5288,5706,-2385,1406,France,-20,22,18399,-9388,294,Données temps réel,47747,1797,0
47700,03:30,0,33074,-2514,2025-01-06,0,252,402,1,0,47300,0,-27,-3427,183,407,16983,-511,110,0,-3681,950,0,2025-01-06T02:30:00+00:00,110,1629,5296,5703,-2385,1409,France,-20,22,18392,-9225,296,Données temps réel,47360,1811,0
47400,03:45,0,33312,-2514,2025-01-06,0,252,400,1,0,46850,1,-33,-3433,150,331,16999,-511,110,0,-3681,948,0,2025-01-06T02:45:00+00:00,110,1629,5267,5598,-2385,1409,France,-20,22,18408,-9624,296,Données temps réel,47062,1779,0
47100,04:00,1,33375,-2356,2025-01-06,0,252,399,1,0,46400,0,-38,-3436,187,336,16858,-857,111,0,-3681,949,0,2025-01-06T03:00:00+00:00,110,1633,5270,5606,-2385,1407,France,-649,22,18266,-9805,298,Données temps réel,46847,1819,0
47000,04:15,0,33921,-2356,2025-01-06,0,252,400,36,0,46550,0,-13,-3434,172,337,16832,-857,110,0,-3681,950,0,2025-01-06T03:15:00+00:00,110,1629,5274,5611,-2385,1411,France,-649,22,18243,-10487,298,Données temps réel,46734,1800,0
46900,04:30,1,34067,-2356,2025-01-06,0,252,401,36,0,46700,0,-12,-3427,156,430,16884,-857,111,0,-3681,948,0,2025-01-06T03:30:00+00:00,110,1629,5287,5718,-2385,1387,France,-649,22,18271,-10816,295,Données temps réel,46679,1784,0
47150,04:45,1,33945,-2356,2025-01-06,0,252,401,35,0,47350,1,-13,-3436,166,428,16920,-857,111,0,-3681,947,0,2025-01-06T03:45:00+00:00,110,1630,5243,5672,-2385,1395,France,-649,22,18315,-10631,294,Données temps réel,46741,1795,0
